Сезон;Тур;Хозяева;Гости;Голы хозяев;Голы гостей;Дата матча;1хСтавка;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Winline;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Fonbet;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2017-2018;5-й тур;Лацио;Наполи;1;4;Матч завершен 20 сентября 2017;1хСтавка;3.38;3.66;2.18;2.48;1.54;Winline;3.38;3.61;2.10;2.29;1.61;0;0;0;0;0;0;Серия А 2016-2017;09.04.17;Лацио;Наполи;0;3;Серия А 2016-2017;05.11.16;Наполи;Лацио;1;1;Серия А 2015-2016;03.02.16;Лацио;Наполи;0;2;Серия А 2015-2016;20.09.15;Наполи;Лацио;5;0;Серия А 2014-2015;31.05.15;Наполи;Лацио;2;4;17.09.17;Дженоа;Лацио;2;3;10.09.17;Лацио;Милан;4;1;27.08.17;Кьево;Лацио;1;2;20.08.17;Лацио;СПАЛ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.09.17;Наполи;Беневенто;6;0;10.09.17;Болонья;Наполи;0;3;27.08.17;Наполи;Аталанта;3;1;19.08.17;Верона;Наполи;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Лацио;4;;4;3;1;0;9;4;13;12;12;10;0;0;0;Наполи;2;;4;4;0;0;15;2;0;0;13;12;12;10;0
2017-2018;5-й тур;Дженоа;Кьево;1;1;Матч завершен 20 сентября 2017;1хСтавка;2.22;3.28;3.66;1.74;2.22;Winline;2.25;3.22;3.39;1.67;2.17;0;0;0;0;0;0;Серия А 2016-2017;30.04.17;Дженоа;Кьево;1;2;Серия А 2016-2017;05.12.16;Кьево;Дженоа;0;0;Серия А 2015-2016;28.02.16;Кьево;Дженоа;1;0;Серия А 2015-2016;18.10.15;Дженоа;Кьево;3;2;Серия А 2014-2015;15.03.15;Дженоа;Кьево;0;2;17.09.17;Дженоа;Лацио;2;3;10.09.17;Удинезе;Дженоа;1;0;26.08.17;Дженоа;Ювентус;2;4;20.08.17;Сассуоло;Дженоа;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.09.17;Кьево;Аталанта;1;1;09.09.17;Ювентус;Кьево;3;0;27.08.17;Кьево;Лацио;1;2;20.08.17;Удинезе;Кьево;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Дженоа;16;;4;0;1;3;4;8;4;4;3;1;1;1;1;Кьево;13;;4;1;1;2;4;7;6;5;4;4;4;3;1
2017-2018;5-й тур;Милан;СПАЛ;2;0;Матч завершен 20 сентября 2017;1хСтавка;1.25;6.70;13.50;2.83;1.43;Winline;1.23;6.22;11.00;2.51;1.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.09.17;Милан;Удинезе;2;1;10.09.17;Лацио;Милан;4;1;27.08.17;Милан;Кальяри;2;1;20.08.17;Кротоне;Милан;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.09.17;СПАЛ;Кальяри;0;2;10.09.17;Интер;СПАЛ;2;0;27.08.17;СПАЛ;Удинезе;3;2;20.08.17;Лацио;СПАЛ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Милан;6;;4;3;0;1;8;6;0;0;9;9;8;7;6;СПАЛ;14;;4;1;1;2;3;6;5;4;4;4;3;1;1
2017-2018;5-й тур;Удинезе;Торино;2;3;Матч завершен 20 сентября 2017;1хСтавка;3.22;3.62;2.27;2.23;1.74;Winline;3.15;3.51;2.23;2.10;1.74;0;0;0;0;0;0;Серия А 2016-2017;02.04.17;Торино;Удинезе;2;2;Серия А 2016-2017;31.10.16;Удинезе;Торино;2;2;Серия А 2015-2016;30.04.16;Удинезе;Торино;1;5;Серия А 2015-2016;20.12.15;Торино;Удинезе;0;1;Серия А 2014-2015;08.03.15;Удинезе;Торино;3;2;17.09.17;Милан;Удинезе;2;1;10.09.17;Удинезе;Дженоа;1;0;27.08.17;СПАЛ;Удинезе;3;2;20.08.17;Удинезе;Кьево;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.09.17;Торино;Сампдория;2;2;10.09.17;Беневенто;Торино;0;1;27.08.17;Торино;Сассуоло;3;0;20.08.17;Болонья;Торино;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Удинезе;15;;4;1;0;3;5;7;4;4;4;3;1;1;1;Торино;7;;4;2;2;0;7;3;0;9;9;8;7;6;6
2017-2018;5-й тур;Ювентус;Фиорентина;1;0;Матч завершен 20 сентября 2017;1хСтавка;1.37;5.00;10.00;2.28;1.63;Winline;1.38;4.70;7.67;2.28;1.61;0;0;0;0;0;0;Серия А 2016-2017;15.01.17;Фиорентина;Ювентус;2;1;Серия А 2016-2017;20.08.16;Ювентус;Фиорентина;2;1;Серия А 2015-2016;24.04.16;Фиорентина;Ювентус;1;2;Серия А 2015-2016;13.12.15;Ювентус;Фиорентина;3;1;Серия А 2014-2015;29.04.15;Ювентус;Фиорентина;3;2;17.09.17;Сассуоло;Ювентус;1;3;09.09.17;Ювентус;Кьево;3;0;26.08.17;Дженоа;Ювентус;2;4;19.08.17;Ювентус;Кальяри;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.09.17;Фиорентина;Болонья;2;1;10.09.17;Верона;Фиорентина;0;5;27.08.17;Фиорентина;Сампдория;1;2;20.08.17;Интер;Фиорентина;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ювентус;3;;4;4;0;0;13;3;0;13;12;12;10;0;0;Фиорентина;9;;4;2;0;2;8;6;9;8;7;6;6;5;4
2017-2018;5-й тур;Беневенто;Рома;0;4;Матч завершен 20 сентября 2017;1хСтавка;10.00;5.70;1.32;2.59;1.50;Winline;8.80;5.62;1.29;2.56;1.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.09.17;Наполи;Беневенто;6;0;10.09.17;Беневенто;Торино;0;1;26.08.17;Беневенто;Болонья;0;1;20.08.17;Сампдория;Беневенто;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.09.17;Рома;Верона;3;0;26.08.17;Рома;Интер;1;3;20.08.17;Аталанта;Рома;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Беневенто;20;Вылет в Серию B;4;0;0;4;1;10;1;1;1;0;0;0;0;Рома;8;;3;2;0;1;5;3;9;8;7;6;6;6;5
2017-2018;5-й тур;Болонья;Интер;1;1;Матч завершен 19 сентября 2017;1хСтавка;4.04;1.62;1.96;1.94;Winline;5.28;3.91;1.65;1.88;1.93;0;0;0;0;0;0;0;Серия А 2016-2017;19.02.17;Болонья;Интер;0;1;Серия А 2016-2017;25.09.16;Интер;Болонья;1;1;Серия А 2015-2016;12.03.16;Интер;Болонья;2;1;Серия А 2015-2016;27.10.15;Болонья;Интер;0;1;Серия А 2013-2014;05.04.14;Интер;Болонья;2;2;16.09.17;Фиорентина;Болонья;2;1;10.09.17;Болонья;Наполи;0;3;26.08.17;Беневенто;Болонья;0;1;20.08.17;Болонья;Торино;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.09.17;Кротоне;Интер;0;2;10.09.17;Интер;СПАЛ;2;0;26.08.17;Рома;Интер;1;3;20.08.17;Интер;Фиорентина;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Болонья;13;;4;1;1;2;3;6;6;4;4;4;4;3;1;Интер;3;;4;4;0;0;10;1;0;12;12;12;10;0;0
2017-2018;4-й тур;Дженоа;Лацио;2;3;Матч завершен 17 сентября 2017;1хСтавка;4.20;3.64;1.94;1.98;1.92;Winline;3.98;3.51;1.95;1.88;1.93;0;0;0;0;0;0;Серия А 2016-2017;15.04.17;Дженоа;Лацио;2;2;Серия А 2016-2017;20.11.16;Лацио;Дженоа;3;1;Серия А 2015-2016;06.02.16;Дженоа;Лацио;0;0;Серия А 2015-2016;23.09.15;Лацио;Дженоа;2;0;Серия А 2014-2015;09.02.15;Лацио;Дженоа;0;1;10.09.17;Удинезе;Дженоа;1;0;26.08.17;Дженоа;Ювентус;2;4;20.08.17;Сассуоло;Дженоа;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Лацио;Милан;4;1;27.08.17;Кьево;Лацио;1;2;20.08.17;Лацио;СПАЛ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Дженоа;16;;3;0;1;2;2;5;4;4;3;1;1;1;1;Лацио;6;;3;2;1;0;6;2;0;9;8;7;7;6;6
2017-2018;4-й тур;Кьево;Аталанта;1;1;Матч завершен 17 сентября 2017;1хСтавка;3.15;3.24;2.49;1.74;2.23;Winline;2.96;3.16;2.52;1.65;2.21;0;0;0;0;0;0;Серия А 2016-2017;27.05.17;Аталанта;Кьево;1;0;Серия А 2016-2017;08.01.17;Кьево;Аталанта;1;4;Серия А 2015-2016;24.04.16;Аталанта;Кьево;1;0;Серия А 2015-2016;13.12.15;Кьево;Аталанта;1;0;Серия А 2014-2015;24.05.15;Кьево;Аталанта;1;1;09.09.17;Ювентус;Кьево;3;0;27.08.17;Кьево;Лацио;1;2;20.08.17;Удинезе;Кьево;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Аталанта;Сассуоло;2;1;27.08.17;Наполи;Аталанта;3;1;20.08.17;Аталанта;Рома;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Кьево;14;;3;1;0;2;3;6;4;4;3;3;3;1;1;Аталанта;13;;3;1;0;2;3;5;6;4;4;3;3;3;1
2017-2018;4-й тур;Милан;Удинезе;2;1;Матч завершен 17 сентября 2017;1хСтавка;1.39;5.00;9.30;2.29;1.70;Winline;1.35;4.89;8.16;2.17;1.67;0;0;0;0;0;0;Серия А 2016-2017;29.01.17;Удинезе;Милан;2;1;Серия А 2016-2017;11.09.16;Милан;Удинезе;0;1;Серия А 2015-2016;07.02.16;Милан;Удинезе;1;1;Серия А 2015-2016;22.09.15;Удинезе;Милан;2;3;Серия А 2014-2015;25.04.15;Удинезе;Милан;2;1;10.09.17;Лацио;Милан;4;1;27.08.17;Милан;Кальяри;2;1;20.08.17;Кротоне;Милан;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Удинезе;Дженоа;1;0;27.08.17;СПАЛ;Удинезе;3;2;20.08.17;Удинезе;Кьево;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Милан;8;;3;2;0;1;6;5;7;6;6;6;6;4;4;Удинезе;12;;3;1;0;2;4;5;6;4;4;3;3;3;3
2017-2018;4-й тур;Наполи;Беневенто;6;0;Матч завершен 17 сентября 2017;1хСтавка;1.10;11.50;33.00;4.24;1.22;Winline;1.10;9.59;21.00;3.55;1.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Болонья;Наполи;0;3;27.08.17;Наполи;Аталанта;3;1;19.08.17;Верона;Наполи;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Беневенто;Торино;0;1;26.08.17;Беневенто;Болонья;0;1;20.08.17;Сампдория;Беневенто;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Наполи;3;;3;3;0;0;9;2;0;0;0;9;7;7;6;Беневенто;20;Вылет в Серию B;3;0;0;3;1;4;1;1;1;0;0;0;0
2017-2018;4-й тур;СПАЛ;Кальяри;0;2;Матч завершен 17 сентября 2017;1хСтавка;2.42;3.28;1.91;1.99;Winline;2.41;3.30; 3.01;1.86;1.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Интер;СПАЛ;2;0;27.08.17;СПАЛ;Удинезе;3;2;20.08.17;Лацио;СПАЛ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Кальяри;Кротоне;1;0;27.08.17;Милан;Кальяри;2;1;19.08.17;Ювентус;Кальяри;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;СПАЛ;10;;3;1;1;1;3;4;6;6;6;4;4;3;3;Кальяри;15;;3;1;0;2;2;5;3;3;3;3;1;1;1
2017-2018;4-й тур;Торино;Сампдория;2;2;Матч завершен 17 сентября 2017;1хСтавка;1.74;4.18;4.74;2.51;1.59;Winline;1.70;4.10;4.55;2.45;1.51;0;0;0;0;0;0;Серия А 2016-2017;29.04.17;Торино;Сампдория;1;1;Серия А 2016-2017;04.12.16;Сампдория;Торино;2;0;Серия А 2015-2016;03.02.16;Сампдория;Торино;2;2;Серия А 2015-2016;20.09.15;Торино;Сампдория;2;0;Серия А 2014-2015;01.02.15;Торино;Сампдория;5;1;10.09.17;Беневенто;Торино;0;1;27.08.17;Торино;Сассуоло;3;0;20.08.17;Болонья;Торино;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.08.17;Фиорентина;Сампдория;1;2;20.08.17;Сампдория;Беневенто;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Торино;5;;3;2;1;0;5;1;0;9;7;7;6;6;6;Сампдория;6;;2;2;0;0;4;2;9;7;7;6;6;6;6
2017-2018;4-й тур;Сассуоло;Ювентус;1;3;Матч завершен 17 сентября 2017;1хСтавка;8.40;4.48;1.46;2.03;1.88;Winline;6.95;4.23;1.46;1.93;1.88;0;0;0;0;0;0;Серия А 2016-2017;29.01.17;Сассуоло;Ювентус;0;2;Серия А 2016-2017;10.09.16;Ювентус;Сассуоло;3;1;Серия А 2015-2016;11.03.16;Ювентус;Сассуоло;1;0;Серия А 2015-2016;28.10.15;Сассуоло;Ювентус;1;0;Серия А 2014-2015;09.03.15;Ювентус;Сассуоло;1;0;10.09.17;Аталанта;Сассуоло;2;1;27.08.17;Торино;Сассуоло;3;0;20.08.17;Сассуоло;Дженоа;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09.09.17;Ювентус;Кьево;3;0;26.08.17;Дженоа;Ювентус;2;4;19.08.17;Ювентус;Кальяри;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Сассуоло;17;;3;0;1;2;1;5;3;3;1;1;1;1;0;Ювентус;2;;3;3;0;0;10;2;0;0;0;9;9;7;7
2017-2018;4-й тур;Рома;Верона;3;0;Матч завершен 16 сентября 2017;1хСтавка;1.21;7.50;15.00;3.30;1.33;Winline;1.20;6.71;12.00;2.77;1.37;0;0;0;0;0;0;Серия А 2015-2016;17.01.16;Рома;Верона;1;1;Серия А 2015-2016;22.08.15;Верона;Рома;1;1;Серия А 2014-2015;22.02.15;Верона;Рома;1;1;Серия А 2014-2015;27.09.14;Рома;Верона;2;0;Серия А 2013-2014;26.01.14;Верона;Рома;1;3;26.08.17;Рома;Интер;1;3;20.08.17;Аталанта;Рома;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Верона;Фиорентина;0;5;27.08.17;Кротоне;Верона;0;0;19.08.17;Верона;Наполи;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Рома;11;;2;1;0;1;2;3;6;4;4;3;3;3;3;Верона;18;Вылет в Серию B;3;0;1;2;1;8;3;1;1;1;1;0;0
2017-2018;4-й тур;Фиорентина;Болонья;2;1;Матч завершен 16 сентября 2017;1хСтавка;1.56;4.34;6.45;2.31;1.69;Winline;1.54;4.30;5.95;2.17;1.67;0;0;0;0;0;0;Серия А 2016-2017;02.04.17;Фиорентина;Болонья;1;0;Серия А 2016-2017;29.10.16;Болонья;Фиорентина;0;1;Серия А 2015-2016;06.02.16;Болонья;Фиорентина;1;1;Серия А 2015-2016;23.09.15;Фиорентина;Болонья;2;0;Серия А 2013-2014;26.04.14;Болонья;Фиорентина;0;3;10.09.17;Верона;Фиорентина;0;5;27.08.17;Фиорентина;Сампдория;1;2;20.08.17;Интер;Фиорентина;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Болонья;Наполи;0;3;26.08.17;Беневенто;Болонья;0;1;20.08.17;Болонья;Торино;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Фиорентина;11;;3;1;0;2;6;5;4;4;3;3;3;3;3;Болонья;9;;3;1;1;1;2;4;6;6;4;4;3;3;3
2017-2018;4-й тур;Кротоне;Интер;0;2;Матч завершен 16 сентября 2017;1хСтавка;9.30;4.86;1.40;2.19;1.76;Winline;7.48;4.69;1.39;2.12;1.70;0;0;0;0;0;0;Серия А 2016-2017;09.04.17;Кротоне;Интер;2;1;Серия А 2016-2017;06.11.16;Интер;Кротоне;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Кальяри;Кротоне;1;0;27.08.17;Кротоне;Верона;0;0;20.08.17;Кротоне;Милан;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.09.17;Интер;СПАЛ;2;0;26.08.17;Рома;Интер;1;3;20.08.17;Интер;Фиорентина;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Кротоне;18;Вылет в Серию B;3;0;1;2;0;4;3;1;1;1;1;0;0;Интер;3;;3;3;0;0;8;1;0;9;9;9;7;7;6
2017-2018;3-й тур;Болонья;Наполи;0;3;Матч завершен 10 сентября 2017;1хСтавка;10.00;5.50;1.34;2.72;1.46;Winline;8.45;5.16;1.33;2.40;1.53;0;0;0;0;0;0;Серия А 2016-2017;04.02.17;Болонья;Наполи;1;7;Серия А 2016-2017;17.09.16;Наполи;Болонья;3;1;Серия А 2015-2016;19.04.16;Наполи;Болонья;6;0;Серия А 2015-2016;06.12.15;Болонья;Наполи;3;2;Серия А 2013-2014;19.01.14;Болонья;Наполи;2;2;26.08.17;Беневенто;Болонья;0;1;20.08.17;Болонья;Торино;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.08.17;Наполи;Аталанта;3;1;19.08.17;Верона;Наполи;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Болонья;8;;2;1;1;0;2;1;6;6;6;4;4;3;3;Наполи;5;;2;2;0;0;6;2;9;7;7;6;6;6;4
2017-2018;3-й тур;Беневенто;Торино;0;1;Матч завершен 10 сентября 2017;1хСтавка;4.04;3.62;1.98;2.31;1.68;Winline;3.67;3.69;1.97;2.21;1.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.08.17;Беневенто;Болонья;0;1;20.08.17;Сампдория;Беневенто;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.08.17;Торино;Сассуоло;3;0;20.08.17;Болонья;Торино;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Беневенто;20;Вылет в Серию B;2;0;0;2;1;3;1;1;1;0;0;0;0;Торино;7;;2;1;1;0;4;1;6;6;6;4;4;4;3
2017-2018;3-й тур;Лацио;Милан;4;1;Матч завершен 10 сентября 2017;1хСтавка;2.39;3.58;3.04;2.08;1.83;Winline;2.29;3.46;3.08;1.95;1.86;0;0;0;0;0;0;Серия А 2016-2017;13.02.17;Лацио;Милан;1;1;Серия А 2016-2017;20.09.16;Милан;Лацио;2;0;Серия А 2015-2016;20.03.16;Милан;Лацио;1;1;Серия А 2015-2016;01.11.15;Лацио;Милан;1;3;Серия А 2014-2015;24.01.15;Лацио;Милан;3;1;27.08.17;Кьево;Лацио;1;2;20.08.17;Лацио;СПАЛ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.08.17;Милан;Кальяри;2;1;20.08.17;Кротоне;Милан;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Лацио;8;;2;1;1;0;2;1;6;4;4;4;4;3;3;Милан;4;;2;2;0;0;5;1;9;9;6;6;6;4;4
2017-2018;3-й тур;Аталанта;Сассуоло;2;1;Матч завершен 10 сентября 2017;1хСтавка;1.64;3.92;6.20;2.02;1.89;Winline;1.62;3.96;5.50;1.97;1.85;0;0;0;0;0;0;Серия А 2016-2017;08.04.17;Аталанта;Сассуоло;1;1;Серия А 2016-2017;06.11.16;Сассуоло;Аталанта;0;3;Серия А 2015-2016;30.01.16;Аталанта;Сассуоло;1;1;Серия А 2015-2016;13.09.15;Сассуоло;Аталанта;2;2;Серия А 2014-2015;12.04.15;Аталанта;Сассуоло;2;1;27.08.17;Наполи;Аталанта;3;1;20.08.17;Аталанта;Рома;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.08.17;Торино;Сассуоло;3;0;20.08.17;Сассуоло;Дженоа;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Аталанта;18;Вылет в Серию B;2;0;0;2;1;4;1;0;0;0;0;0;0;Сассуоло;14;;2;0;1;1;0;3;3;1;1;1;1;0;0
2017-2018;3-й тур;Верона;Фиорентина;0;5;Матч завершен 10 сентября 2017;1хСтавка;3.80;3.62;2.05;1.98;1.92;Winline;3.72;3.49;2.02;1.89;1.92;0;0;0;0;0;0;Серия А 2015-2016;13.03.16;Фиорентина;Верона;1;1;Серия А 2015-2016;28.10.15;Верона;Фиорентина;0;2;Серия А 2014-2015;20.04.15;Фиорентина;Верона;0;1;Серия А 2014-2015;23.11.14;Верона;Фиорентина;1;2;Серия А 2013-2014;13.04.14;Верона;Фиорентина;3;5;27.08.17;Кротоне;Верона;0;0;19.08.17;Верона;Наполи;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.08.17;Фиорентина;Сампдория;1;2;20.08.17;Интер;Фиорентина;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Верона;13;;2;0;1;1;1;3;3;3;1;1;1;1;0;Фиорентина;20;Вылет в Серию B;2;0;0;2;1;5;0;0;0;0;0;0;0
2017-2018;3-й тур;Кальяри;Кротоне;1;0;Матч завершен 10 сентября 2017;1хСтавка;1.61;4.12;1.91;1.99;Winline;1.58;4.01;6.00;1.89;1.92;0;0;0;0;0;0;0;Серия А 2016-2017;26.02.17;Кротоне;Кальяри;1;2;Серия А 2016-2017;02.10.16;Кальяри;Кротоне;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.08.17;Милан;Кальяри;2;1;19.08.17;Ювентус;Кальяри;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.08.17;Кротоне;Верона;0;0;20.08.17;Кротоне;Милан;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Кальяри;19;Вылет в Серию B;2;0;0;2;1;5;0;0;0;0;0;0;0;Кротоне;15;;2;0;1;1;0;3;1;1;1;1;0;0;0
2017-2018;3-й тур;Удинезе;Дженоа;1;0;Матч завершен 10 сентября 2017;1хСтавка;2.52;3.14;3.22;1.81;2.11;Winline;2.43;3.19;3.07;1.74;2.10;0;0;0;0;0;0;Серия А 2016-2017;09.04.17;Удинезе;Дженоа;3;0;Серия А 2016-2017;06.11.16;Дженоа;Удинезе;1;1;Серия А 2015-2016;21.02.16;Дженоа;Удинезе;2;1;Серия А 2015-2016;04.10.15;Удинезе;Дженоа;1;1;Серия А 2014-2015;04.04.15;Дженоа;Удинезе;1;1;27.08.17;СПАЛ;Удинезе;3;2;20.08.17;Удинезе;Кьево;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.08.17;Дженоа;Ювентус;2;4;20.08.17;Сассуоло;Дженоа;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Удинезе;16;;2;0;0;2;3;5;1;1;1;0;0;0;0;Дженоа;12;;2;0;1;1;2;4;4;3;3;1;1;1;1
