Сезон;Тур;Хоязяева;Гости;Голы хозяев;Голы гостей;Дата матча;1хСтавка;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Winline;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Fonbet;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2015-2016;36-й тур;Депортиво;Хетафе;0;2;Матч завершен 1 мая 2016;Неизвестно;2,14;3,66;3,70;2,12;1,86;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;30.12.15;Хетафе;Депортиво;0;0;Ла Лига 2014-2015;05.04.15;Хетафе;Депортиво;2;1;Ла Лига 2014-2015;31.10.14;Депортиво;Хетафе;1;1;Ла Лига 2012-2013;02.02.13;Хетафе;Депортиво;3;1;Ла Лига 2012-2013;01.09.12;Депортиво;Хетафе;1;1;23.04.16;Эйбар;Депортиво;1;1;20.04.16;Депортиво;Барселона;0;8;17.04.16;Севилья;Депортиво;1;1;11.04.16;Депортиво;Лас-Пальмас;1;3;02.04.16;Сельта;Депортиво;1;1;19.03.16;Депортиво;Леванте;2;1;12.03.16;АтлетикоМадрид;Депортиво;3;0;24.04.16;Хетафе;Валенсия;2;2;21.04.16;РеалСосьедад;Хетафе;1;2;16.04.16;Хетафе;Реал Мадрид;1;5;10.04.16;Вильярреал;Хетафе;2;0;01.04.16;РайоВальекано;Хетафе;2;0;18.03.16;Хетафе;Эйбар;1;1;12.03.16;Барселона;Хетафе;6;0;Депортиво;15;;35;7;18;10;43;57;42;41;40;39;36;35;34;Хетафе;19;;35;8;8;19;33;64;36;35;34;32;29;0;0
2015-2016;36-й тур;Эспаньол;Севилья;1;0;Матч завершен 1 мая 2016;Неизвестно;1,98;3,85;4,10;2,30;1,78;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;30.12.15;Севилья;Эспаньол;2;0;Ла Лига 2014-2015;01.02.15;Севилья;Эспаньол;3;2;Ла Лига 2014-2015;31.08.14;Эспаньол;Севилья;1;2;Ла Лига 2013-2014;06.04.14;Севилья;Эспаньол;4;1;Ла Лига 2013-2014;10.11.13;Эспаньол;Севилья;1;3;22.04.16;Лас-Пальмас;Эспаньол;4;0;19.04.16;Эспаньол;Сельта;1;1;15.04.16;Леванте;Эспаньол;2;1;09.04.16;Эспаньол;Атлетико Мадрид;1;3;03.04.16;Малага;Эспаньол;1;1;20.03.16;Эспаньол;Атлетик Бильбао;2;1;14.03.16;Гранада;Эспаньол;1;1;24.04.16;Севилья;Бетис;2;0;20.04.16;СпортингХихон;Севилья;2;1;17.04.16;Севилья;Депортиво;1;1;10.04.16;Валенсия;Севилья;2;1;03.04.16;Севилья;Реал Сосьедад;1;2;20.03.16;РеалМадрид;Севилья;4;0;13.03.16;Севилья;Вильярреал;4;2;Эспаньол;15;;35;10;7;18;35;67;42;41;39;37;36;35;34;Севилья;7;;35;14;10;11;49;42;61;58;57;52;44;44;43
2015-2016;36-й тур;Атлетик Бильбао;Сельта;2;1;Матч завершен 1 мая 2016;Неизвестно;1,94;3,80;4,45;2,13;1,85;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;30.12.15;Сельта;Атлетик Бильбао;0;1;Ла Лига 2014-2015;14.03.15;Сельта;Атлетик Бильбао;1;2;Ла Лига 2014-2015;18.10.14;Атлетик Бильбао;Сельта;1;1;Ла Лига 2013-2014;10.02.14;Сельта;Атлетик Бильбао;0;0;Ла Лига 2013-2014;16.09.13;Атлетик Бильбао;Сельта;3;2;24.04.16;Леванте;Атлетик Бильбао;2;2;20.04.16;АтлетикБильбао;Атлетико Мадрид;0;1;17.04.16;Малага;Атлетик Бильбао;0;1;10.04.16;АтлетикБильбао;Райо Вальекано;1;0;03.04.16;АтлетикБильбао;Гранада;1;1;20.03.16;Эспаньол;Атлетик Бильбао;2;1;13.03.16;АтлетикБильбао;Бетис;3;1;25.04.16;Сельта;Гранада;2;1;19.04.16;Эспаньол;Сельта;1;1;16.04.16;Сельта;Бетис;1;1;10.04.16;СпортингХихон;Сельта;0;1;02.04.16;Сельта;Депортиво;1;1;20.03.16;Валенсия;Сельта;0;2;12.03.16;Сельта;Реал Сосьедад;1;0;Атлетик Бильбао;6;;35;16;7;12;53;43;84;61;57;55;52;44;44;Сельта;5;;35;16;9;10;49;55;85;84;61;57;55;52;44
2015-2016;36-й тур;Гранада;Лас-Пальмас;3;2;Матч завершен 30 апреля 2016;Неизвестно;1,66;4,40;6,25;1,99;1,93;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;30.12.15;Лас-Пальмас;Гранада;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.04.16;Сельта;Гранада;2;1;21.04.16;Гранада;Леванте;5;1;17.04.16;АтлетикоМадрид;Гранада;3;0;08.04.16;Гранада;Малага;0;0;03.04.16;АтлетикБильбао;Гранада;1;1;19.03.16;Гранада;Райо Вальекано;2;2;14.03.16;Гранада;Эспаньол;1;1;22.04.16;Лас-Пальмас;Эспаньол;4;0;19.04.16;Бетис;Лас-Пальмас;1;0;16.04.16;Лас-Пальмас;Спортинг Хихон;1;1;11.04.16;Депортиво;Лас-Пальмас;1;3;02.04.16;Лас-Пальмас;Валенсия;2;1;19.03.16;РеалСосьедад;Лас-Пальмас;0;1;13.03.16;Лас-Пальмас;Реал Мадрид;1;2;Гранада;18;;35;8;9;18;39;63;37;35;34;33;32;29;0;Лас-Пальмас;10;;35;12;7;16;42;46;52;44;44;43;42;42;41
2015-2016;36-й тур;Бетис;Барселона;0;2;Матч завершен 30 апреля 2016;Неизвестно;30,00;9,50;1,11;4,60;1,24;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;30.12.15;Барселона;Бетис;4;0;Ла Лига 2013-2014;05.04.14;Барселона;Бетис;3;1;Ла Лига 2013-2014;10.11.13;Бетис;Барселона;1;4;Ла Лига 2012-2013;05.05.13;Барселона;Бетис;4;2;Ла Лига 2012-2013;09.12.12;Бетис;Барселона;1;2;24.04.16;Севилья;Бетис;2;0;19.04.16;Бетис;Лас-Пальмас;1;0;16.04.16;Сельта;Бетис;1;1;09.04.16;Бетис;Леванте;1;0;02.04.16;АтлетикоМадрид;Бетис;5;1;20.03.16;Бетис;Малага;0;1;13.03.16;АтлетикБильбао;Бетис;3;1;23.04.16;Барселона;Спортинг Хихон;6;0;20.04.16;Депортиво;Барселона;0;8;17.04.16;Барселона;Валенсия;1;2;09.04.16;РеалСосьедад;Барселона;1;0;02.04.16;Барселона;Реал Мадрид;1;2;20.03.16;Вильярреал;Барселона;2;2;12.03.16;Барселона;Хетафе;6;0;Бетис;13;;35;10;11;14;31;48;43;42;42;41;39;37;35;Барселона;3;;35;26;4;5;102;29;0;85;84;82;61;57;55
2015-2016;36-й тур;Атлетико Мадрид;Райо Вальекано;1;0;Матч завершен 30 апреля 2016;Неизвестно;1,38;6,25;9,00;2,55;1,73;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;30.12.15;Райо Вальекано;Атлетико Мадрид;0;2;Ла Лига 2014-2015;24.01.15;Атлетико Мадрид;Райо Вальекано;3;1;Ла Лига 2014-2015;26.08.14;Райо Вальекано;Атлетико Мадрид;0;0;Ла Лига 2013-2014;26.01.14;Райо Вальекано;Атлетико Мадрид;2;4;Ла Лига 2013-2014;25.08.13;Атлетико Мадрид;Райо Вальекано;5;0;23.04.16;АтлетикоМадрид;Малага;1;0;20.04.16;АтлетикБильбао;Атлетико Мадрид;0;1;17.04.16;АтлетикоМадрид;Гранада;3;0;09.04.16;Эспаньол;Атлетико Мадрид;1;3;02.04.16;АтлетикоМадрид;Бетис;5;1;19.03.16;СпортингХихон;Атлетико Мадрид;2;1;12.03.16;АтлетикоМадрид;Депортиво;3;0;23.04.16;РайоВальекано;Реал Мадрид;2;3;20.04.16;Малага;Райо Вальекано;1;1;17.04.16;РайоВальекано;Вильярреал;2;1;10.04.16;АтлетикБильбао;Райо Вальекано;1;0;01.04.16;РайоВальекано;Хетафе;2;0;19.03.16;Гранада;Райо Вальекано;2;2;13.03.16;РайоВальекано;Эйбар;1;1;Атлетико Мадрид;3;;35;26;4;5;59;16;0;84;82;82;61;57;55;Райо Вальекано;16;;35;8;11;16;48;69;41;39;37;35;34;33;32
2015-2016;36-й тур;Реал Сосьедад;Реал Мадрид;0;1;Матч завершен 30 апреля 2016;Неизвестно;5,25;4,33;1,71;2,35;1,70;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;30.12.15;Реал Мадрид;Реал Сосьедад;3;1;Ла Лига 2014-2015;31.01.15;Реал Мадрид;Реал Сосьедад;4;1;Ла Лига 2014-2015;31.08.14;Реал Сосьедад;Реал Мадрид;4;2;Ла Лига 2013-2014;05.04.14;Реал Сосьедад;Реал Мадрид;0;4;Ла Лига 2013-2014;09.11.13;Реал Мадрид;Реал Сосьедад;5;1;24.04.16;Вильярреал;Реал Сосьедад;0;0;21.04.16;РеалСосьедад;Хетафе;1;2;16.04.16;Эйбар;Реал Сосьедад;2;1;09.04.16;РеалСосьедад;Барселона;1;0;03.04.16;Севилья;Реал Сосьедад;1;2;19.03.16;РеалСосьедад;Лас-Пальмас;0;1;12.03.16;Сельта;Реал Сосьедад;1;0;23.04.16;РайоВальекано;Реал Мадрид;2;3;20.04.16;РеалМадрид;Вильярреал;3;0;16.04.16;Хетафе;Реал Мадрид;1;5;09.04.16;РеалМадрид;Эйбар;4;0;02.04.16;Барселона;Реал Мадрид;1;2;20.03.16;РеалМадрид;Севилья;4;0;13.03.16;Лас-Пальмас;Реал Мадрид;1;2;Реал Сосьедад;8;;35;12;8;15;44;46;57;55;52;44;44;43;42;Реал Мадрид;3;;35;25;6;4;104;32;0;82;82;81;61;57;55
2015-2016;36-й тур;Спортинг Хихон;Эйбар;2;0;Матч завершен 29 апреля 2016;Неизвестно;1,65;4,18;6,00;2,11;1,91;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;30.12.15;Эйбар;Спортинг Хихон;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.04.16;Барселона;Спортинг Хихон;6;0;20.04.16;СпортингХихон;Севилья;2;1;16.04.16;Лас-Пальмас;Спортинг Хихон;1;1;10.04.16;СпортингХихон;Сельта;0;1;04.04.16;Леванте;Спортинг Хихон;0;0;19.03.16;СпортингХихон;Атлетико Мадрид;2;1;11.03.16;Малага;Спортинг Хихон;1;0;23.04.16;Эйбар;Депортиво;1;1;20.04.16;Валенсия;Эйбар;4;0;16.04.16;Эйбар;Реал Сосьедад;2;1;09.04.16;РеалМадрид;Эйбар;4;0;03.04.16;Эйбар;Вильярреал;1;2;18.03.16;Хетафе;Эйбар;1;1;13.03.16;РайоВальекано;Эйбар;1;1;Спортинг Хихон;19;;35;8;7;20;35;63;35;33;32;31;29;0;0;Эйбар;12;;35;11;9;15;46;54;44;43;0;42;41;39;37
2015-2016;35-й тур;Сельта;Гранада;2;1;Матч завершен 25 апреля 2016;Неизвестно;1,63;4,40;6,10;2,20;1,80;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;20.12.15;Гранада;Сельта;0;2;Ла Лига 2014-2015;08.04.15;Гранада;Сельта;1;1;Ла Лига 2014-2015;09.11.14;Сельта;Гранада;0;0;Ла Лига 2013-2014;31.01.14;Гранада;Сельта;1;2;Ла Лига 2013-2014;31.08.13;Сельта;Гранада;1;1;19.04.16;Эспаньол;Сельта;1;1;16.04.16;Сельта;Бетис;1;1;10.04.16;СпортингХихон;Сельта;0;1;02.04.16;Сельта;Депортиво;1;1;20.03.16;Валенсия;Сельта;0;2;12.03.16;Сельта;Реал Сосьедад;1;0;05.03.16;РеалМадрид;Сельта;7;1;21.04.16;Гранада;Леванте;5;1;17.04.16;АтлетикоМадрид;Гранада;3;0;08.04.16;Гранада;Малага;0;0;03.04.16;АтлетикБильбао;Гранада;1;1;19.03.16;Гранада;Райо Вальекано;2;2;14.03.16;Гранада;Эспаньол;1;1;06.03.16;Бетис;Гранада;2;0;Сельта;6;;34;15;9;10;47;54;81;61;55;54;52;44;44;Гранада;17;;34;8;9;17;38;61;39;37;35;33;32;31;29
2015-2016;35-й тур;Вильярреал;Реал Сосьедад;0;0;Матч завершен 24 апреля 2016 ;Неизвестно;1,81;4,05;5,40;2,02;2,14;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;20.12.15;Реал Сосьедад;Вильярреал;0;2;Ла Лига 2014-2015;25.04.15;Реал Сосьедад;Вильярреал;0;0;Ла Лига 2014-2015;07.12.14;Вильярреал;Реал Сосьедад;4;0;Ла Лига 2013-2014;18.05.14;Реал Сосьедад;Вильярреал;1;2;Ла Лига 2013-2014;13.01.14;Вильярреал;Реал Сосьедад;5;1;20.04.16;РеалМадрид;Вильярреал;3;0;17.04.16;РайоВальекано;Вильярреал;2;1;10.04.16;Вильярреал;Хетафе;2;0;03.04.16;Эйбар;Вильярреал;1;2;20.03.16;Вильярреал;Барселона;2;2;13.03.16;Севилья;Вильярреал;4;2;05.03.16;Вильярреал;Лас-Пальмас;0;1;21.04.16;РеалСосьедад;Хетафе;1;2;16.04.16;Эйбар;Реал Сосьедад;2;1;09.04.16;РеалСосьедад;Барселона;1;0;03.04.16;Севилья;Реал Сосьедад;1;2;19.03.16;РеалСосьедад;Лас-Пальмас;0;1;12.03.16;Сельта;Реал Сосьедад;1;0;06.03.16;РеалСосьедад;Леванте;1;1;Вильярреал;4;;34;17;9;8;42;31;82;82;81;60;55;54;52;Реал Сосьедад;10;;34;12;7;15;44;46;52;44;0;43;42;42;41
2015-2016;35-й тур;Хетафе;Валенсия;2;2;Матч завершен 24 апреля 2016;Неизвестно;3,40;3,80;2,40;2,17;1,87;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;19.12.15;Валенсия;Хетафе;2;2;Ла Лига 2014-2015;15.02.15;Валенсия;Хетафе;1;0;Ла Лига 2014-2015;22.09.14;Хетафе;Валенсия;0;3;Ла Лига 2013-2014;30.03.14;Валенсия;Хетафе;1;3;Ла Лига 2013-2014;03.11.13;Хетафе;Валенсия;0;1;21.04.16;РеалСосьедад;Хетафе;1;2;16.04.16;Хетафе;Реал Мадрид;1;5;10.04.16;Вильярреал;Хетафе;2;0;01.04.16;РайоВальекано;Хетафе;2;0;18.03.16;Хетафе;Эйбар;1;1;12.03.16;Барселона;Хетафе;6;0;05.03.16;Хетафе;Севилья;1;1;20.04.16;Валенсия;Эйбар;4;0;17.04.16;Барселона;Валенсия;1;2;10.04.16;Валенсия;Севилья;2;1;02.04.16;Лас-Пальмас;Валенсия;2;1;20.03.16;Валенсия;Сельта;0;2;13.03.16;Леванте;Валенсия;1;0;06.03.16;Валенсия;Атлетико Мадрид;1;3;Хетафе;18;;34;8;7;19;31;62;37;35;33;31;31;29;0;Валенсия;8;;34;11;10;13;42;40;55;54;52;43;0;0;42
2015-2016;35-й тур;Севилья;Бетис;2;0;Матч завершен 24 апреля 2016;Неизвестно;1,50;5,10;7,40;2,71;1,58;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;19.12.15;Бетис;Севилья;0;0;Ла Лига 2013-2014;13.04.14;Бетис;Севилья;0;2;Ла Лига 2013-2014;24.11.13;Севилья;Бетис;4;0;Ла Лига 2012-2013;12.04.13;Бетис;Севилья;3;3;Ла Лига 2012-2013;18.11.12;Севилья;Бетис;5;1;20.04.16;СпортингХихон;Севилья;2;1;17.04.16;Севилья;Депортиво;1;1;10.04.16;Валенсия;Севилья;2;1;03.04.16;Севилья;Реал Сосьедад;1;2;20.03.16;РеалМадрид;Севилья;4;0;13.03.16;Севилья;Вильярреал;4;2;05.03.16;Хетафе;Севилья;1;1;19.04.16;Бетис;Лас-Пальмас;1;0;16.04.16;Сельта;Бетис;1;1;09.04.16;Бетис;Леванте;1;0;02.04.16;АтлетикоМадрид;Бетис;5;1;20.03.16;Бетис;Малага;0;1;13.03.16;АтлетикБильбао;Бетис;3;1;06.03.16;Бетис;Гранада;2;0;Севилья;7;;34;13;10;11;47;42;60;55;54;49;43;43;43;Бетис;13;;34;10;11;13;31;46;43;42;42;41;39;37;35
2015-2016;35-й тур;Леванте;Атлетик Бильбао;2;2;Матч завершен 24 апреля 2016;Неизвестно;3,66;3,80;2,18;1,90;2,05;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;20.12.15;Атлетик Бильбао;Леванте;2;0;Ла Лига 2014-2015;01.02.15;Леванте;Атлетик Бильбао;0;2;Ла Лига 2014-2015;30.08.14;Атлетик Бильбао;Леванте;3;0;Ла Лига 2013-2014;07.04.14;Леванте;Атлетик Бильбао;1;2;Ла Лига 2013-2014;09.11.13;Атлетик Бильбао;Леванте;2;1;21.04.16;Гранада;Леванте;5;1;15.04.16;Леванте;Эспаньол;2;1;09.04.16;Бетис;Леванте;1;0;04.04.16;Леванте;Спортинг Хихон;0;0;19.03.16;Депортиво;Леванте;2;1;13.03.16;Леванте;Валенсия;1;0;06.03.16;РеалСосьедад;Леванте;1;1;20.04.16;АтлетикБильбао;Атлетико Мадрид;0;1;17.04.16;Малага;Атлетик Бильбао;0;1;10.04.16;АтлетикБильбао;Райо Вальекано;1;0;03.04.16;АтлетикБильбао;Гранада;1;1;20.03.16;Эспаньол;Атлетик Бильбао;2;1;13.03.16;АтлетикБильбао;Бетис;3;1;06.03.16;СпортингХихон;Атлетик Бильбао;0;2;Леванте;20;;34;7;7;20;31;61;33;31;31;28;0;0;0;Атлетик Бильбао;5;;34;16;6;12;51;41;82;81;60;54;0;49;43
2015-2016;35-й тур;Эйбар;Депортиво;1;1;Матч завершен 23 апреля 2016;Неизвестно;2,33;3,44;3,40;1,86;2,09;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;20.12.15;Депортиво;Эйбар;2;0;Ла Лига 2014-2015;06.02.15;Депортиво;Эйбар;2;0;Ла Лига 2014-2015;15.09.14;Эйбар;Депортиво;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20.04.16;Валенсия;Эйбар;4;0;16.04.16;Эйбар;Реал Сосьедад;2;1;09.04.16;РеалМадрид;Эйбар;4;0;03.04.16;Эйбар;Вильярреал;1;2;18.03.16;Хетафе;Эйбар;1;1;13.03.16;РайоВальекано;Эйбар;1;1;06.03.16;Эйбар;Барселона;0;4;20.04.16;Депортиво;Барселона;0;8;17.04.16;Севилья;Депортиво;1;1;11.04.16;Депортиво;Лас-Пальмас;1;3;02.04.16;Сельта;Депортиво;1;1;19.03.16;Депортиво;Леванте;2;1;12.03.16;АтлетикоМадрид;Депортиво;3;0;06.03.16;Депортиво;Малага;3;3;Эйбар;12;;34;11;8;15;45;53;43;43;42;41;41;38;37;Депортиво;14;;34;7;17;10;42;56;42;41;41;38;37;35;33
2015-2016;35-й тур;Барселона;Спортинг Хихон;6;0;Матч завершен 23 апреля 2016;Неизвестно;1,06;31,00;62,00;7,20;1,19;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2015-2016;17.02.16;Спортинг Хихон;Барселона;1;3;Ла Лига 2011-2012;03.03.12;Барселона;Спортинг Хихон;3;1;Ла Лига 2011-2012;02.10.11;Спортинг Хихон;Барселона;0;1;Ла Лига 2010-2011;12.02.11;Спортинг Хихон;Барселона;1;1;Ла Лига 2010-2011;22.09.10;Барселона;Спортинг Хихон;1;0;20.04.16;Депортиво;Барселона;0;8;17.04.16;Барселона;Валенсия;1;2;09.04.16;РеалСосьедад;Барселона;1;0;02.04.16;Барселона;Реал Мадрид;1;2;20.03.16;Вильярреал;Барселона;2;2;12.03.16;Барселона;Хетафе;6;0;06.03.16;Эйбар;Барселона;0;4;20.04.16;СпортингХихон;Севилья;2;1;16.04.16;Лас-Пальмас;Спортинг Хихон;1;1;10.04.16;СпортингХихон;Сельта;0;1;04.04.16;Леванте;Спортинг Хихон;0;0;19.03.16;СпортингХихон;Атлетико Мадрид;2;1;11.03.16;Малага;Спортинг Хихон;1;0;06.03.16;СпортингХихон;Атлетик Бильбао;0;2;Барселона;3;;34;25;4;5;96;29;0;82;81;79;60;54;54;Спортинг Хихон;19;;34;8;7;19;35;57;35;33;0;31;28;0;0
