Сезон;Тур;Хозяева;Гости;Голы хозяев;Голы гостей;Дата матча;1хСтавка;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Winline;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Fonbet;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2017-2018;2-й тур;Страсбур;Лилль;3;0;Матч завершен 13 августа 2017;1хСтавка;3.76;3.60;2.11;1.91;0;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2007-2008;22.03.08;Страсбур;Лилль;0;1;Лига 1 2007-2008;27.10.07;Лилль;Страсбур;0;3;Лига 1 2005-2006;25.03.06;Страсбур;Лилль;2;2;Лига 1 2005-2006;06.11.05;Лилль;Страсбур;2;0;Лига 1 2004-2005;23.04.05;Страсбур;Лилль;1;2;05.08.17;Лион;Страсбур;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06.08.17;Лилль;Нант;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Страсбур;18;Вылет в Лигу-2;1;0;0;1;0;4;0;0;0;0;0;0;0;Лилль;7;;1;1;0;0;3;0;4;4;4;3;3;3;3
2017-2018;2-й тур;Тулуза;Монпелье;1;0;Матч завершен 12 августа 2017;1хСтавка;2.41;3.16;3.50;1.66;0;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;02.04.17;Монпелье;Тулуза;0;1;Лига 1 2016-2017;30.11.16;Тулуза;Монпелье;1;0;Лига 1 2015-2016;13.02.16;Монпелье;Тулуза;2;0;Лига 1 2015-2016;31.10.15;Тулуза;Монпелье;1;1;Лига 1 2014-2015;12.04.15;Тулуза;Монпелье;1;0;04.08.17;Монако;Тулуза;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05.08.17;Монпелье;Кан;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Тулуза;13;;1;0;0;1;2;3;1;1;1;0;0;0;0;Монпелье;8;;1;1;0;0;1;0;3;3;3;3;3;1;1
2017-2018;2-й тур;Амьен;Анже;0;2;Матч завершен 12 августа 2017;1хСтавка;3.10;2.65;1.59;2.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05.08.17;ПСЖ;Амьен;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06.08.17;Анже;Бордо;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Амьен;17;;1;0;0;1;0;2;0;0;0;0;0;0;0;Анже;10;;1;0;1;0;2;2;3;3;3;1;1;1;0
2017-2018;2-й тур;Кан;Сент-Этьен;0;1;Матч завершен 12 августа 2017;1хСтавка;3.02;3.22;1.67;2.38;0;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;26.02.17;Сент-Этьен;Кан;0;1;Лига 1 2016-2017;23.10.16;Кан;Сент-Этьен;0;2;Лига 1 2015-2016;28.02.16;Сент-Этьен;Кан;1;2;Лига 1 2015-2016;04.10.15;Кан;Сент-Этьен;1;0;Лига 1 2014-2015;01.02.15;Кан;Сент-Этьен;1;0;05.08.17;Монпелье;Кан;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05.08.17;Сент-Этьен;Ницца;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Кан;14;;1;0;0;1;0;1;1;1;0;0;0;0;0;Сент-Этьен;9;;1;1;0;0;1;0;3;3;3;3;1;1;1
2017-2018;2-й тур;Бордо;Мец;2;0;Матч завершен 12 августа 2017;1хСтавка;4.94;8.90;1.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;08.04.17;Бордо;Мец;3;0;Лига 1 2016-2017;21.09.16;Мец;Бордо;0;3;Лига 1 2014-2015;25.04.15;Бордо;Мец;1;1;Лига 1 2014-2015;03.12.14;Мец;Бордо;0;0;Лига 1 2007-2008;09.02.08;Бордо;Мец;3;0;06.08.17;Анже;Бордо;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05.08.17;Мец;Генгам;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Бордо;11;;1;0;1;0;2;2;3;3;1;1;1;0;0;Мец;15;;1;0;0;1;1;3;1;0;0;0;0;0;0
2017-2018;2-й тур;Нант;Марсель;0;1;Матч завершен 12 августа 2017;1хСтавка;3.09;3.28;2.57;1.80;2.15;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;12.02.17;Нант;Марсель;3;2;Лига 1 2016-2017;25.09.16;Марсель;Нант;2;1;Лига 1 2015-2016;24.04.16;Марсель;Нант;1;1;Лига 1 2015-2016;01.11.15;Нант;Марсель;0;1;Лига 1 2014-2015;17.04.15;Нант;Марсель;1;0;06.08.17;Лилль;Нант;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06.08.17;Марсель;Дижон;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Нант;18;Вылет в Лигу-2 (Стыковые матчи);1;0;0;1;0;3;0;0;0;0;0;0;0;Марсель;4;;1;1;0;0;3;0;6;4;3;3;3;3;3
2017-2018;2-й тур;Ренн;Лион;1;2;Матч завершен 11 августа 2017;1хСтавка;3.68;3.64;2.12;2.07;1.88;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;02.04.17;Ренн;Лион;1;1;Лига 1 2016-2017;11.12.16;Лион;Ренн;1;0;Лига 1 2015-2016;13.03.16;Ренн;Лион;2;2;Лига 1 2015-2016;22.08.15;Лион;Ренн;1;2;Лига 1 2014-2015;23.05.15;Ренн;Лион;0;1;05.08.17;Труа;Ренн;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05.08.17;Лион;Страсбур;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ренн;12;;1;0;1;0;1;1;3;1;1;1;0;0;0;Лион;2;;1;1;0;0;4;0;0;0;4;3;3;3;3
2017-2018;2-й тур;Ницца;Труа;1;2;Матч завершен 11 августа 2017;1хСтавка;4.30;7.40;2.08 ;1.85;0;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2015-2016;05.03.16;Ницца;Труа;2;1;Лига 1 2015-2016;15.08.15;Труа;Ницца;3;3;Лига 1 2012-2013;28.04.13;Ницца;Труа;3;1;Лига 1 2012-2013;08.12.12;Труа;Ницца;1;1;Лига 1 2006-2007;10.02.07;Ницца;Труа;3;0;05.08.17;Сент-Этьен;Ницца;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05.08.17;Труа;Ренн;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ницца;14;;1;0;0;1;0;1;1;1;0;0;0;0;0;Труа;12;;1;0;1;0;1;1;1;1;1;1;0;0;0
2017-2018;1-й тур;Марсель;Дижон;3;0;Матч завершен 6 августа 2017;1хСтавка;1.31;6.00;11.50;2.49;1.62;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;01.04.17;Марсель;Дижон;1;1;Лига 1 2016-2017;10.12.16;Дижон;Марсель;1;2;Лига 1 2011-2012;17.03.12;Марсель;Дижон;1;2;Лига 1 2011-2012;29.10.11;Дижон;Марсель;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Марсель;12;;0;0;0;0;0;0;1;1;1;0;0;0;0;Дижон;13;;0;0;0;0;0;0;1;1;0;0;0;0;0
2017-2018;1-й тур;Анже;Бордо;2;2;Матч завершен 6 августа 2017;1хСтавка;2.58;3.04;1.62;2.49;0;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;14.01.17;Анже;Бордо;1;1;Лига 1 2016-2017;17.09.16;Бордо;Анже;0;1;Лига 1 2015-2016;16.04.16;Бордо;Анже;1;3;Лига 1 2015-2016;13.12.15;Анже;Бордо;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Анже;12;;0;0;0;0;0;0;1;0;0;0;0;0;0;Бордо;13;;0;0;0;0;0;0;0;0;0;0;0;0;0
2017-2018;1-й тур;Лилль;Нант;3;0;Матч завершен 6 августа 2017;1хСтавка;3.24;3.98;1.66;2.39;0;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;20.05.17;Лилль;Нант;3;0;Лига 1 2016-2017;26.11.16;Нант;Лилль;0;0;Лига 1 2015-2016;03.04.16;Нант;Лилль;0;3;Лига 1 2015-2016;29.09.15;Лилль;Нант;0;1;Лига 1 2014-2015;31.01.15;Нант;Лилль;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Лилль;11;;0;0;0;0;0;0;1;0;0;0;0;0;0;Нант;12;;0;0;0;0;0;0;0;0;0;0;0;0;0
2017-2018;1-й тур;Мец;Генгам;1;3;Матч завершен 5 августа 2017;1хСтавка;3.04;3.34;1.79;2.18;0;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;20.05.17;Генгам;Мец;1;0;Лига 1 2016-2017;21.12.16;Мец;Генгам;2;2;Лига 1 2014-2015;15.02.15;Мец;Генгам;0;2;Лига 1 2014-2015;24.09.14;Генгам;Мец;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Мец;8;;0;0;0;0;0;0;0;0;0;0;0;0;0;Генгам;15;;0;0;0;0;0;0;0;0;0;0;0;0;0
2017-2018;1-й тур;Лион;Страсбур;4;0;Матч завершен 5 августа 2017;1хСтавка;1.34;5.70;2.76;1.52;0;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2007-2008;19.04.08;Страсбур;Лион;1;2;Лига 1 2007-2008;02.12.07;Лион;Страсбур;5;0;Лига 1 2005-2006;04.01.06;Страсбур;Лион;0;4;Лига 1 2005-2006;07.08.05;Лион;Страсбур;1;0;Лига 1 2004-2005;19.03.05;Страсбур;Лион;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Лион;9;;0;0;0;0;0;0;0;0;0;0;0;0;0;Страсбур;11;;0;0;0;0;0;0;0;0;0;0;0;0;0
2017-2018;1-й тур;Монпелье;Кан;1;0;Матч завершен 5 августа 2017;1хСтавка;1.87;3.58;4.92;1.83;2.13;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;08.04.17;Кан;Монпелье;0;2;Лига 1 2016-2017;15.10.16;Монпелье;Кан;3;2;Лига 1 2015-2016;23.01.16;Монпелье;Кан;1;2;Лига 1 2015-2016;19.09.15;Кан;Монпелье;2;1;Лига 1 2014-2015;19.04.15;Монпелье;Кан;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Монпелье;3;;0;0;0;0;0;0;0;3;3;0;0;0;0;Кан;14;;0;0;0;0;0;0;0;0;0;0;0;0;0
2017-2018;1-й тур;Сент-Этьен;Ницца;1;0;Матч завершен 5 августа 2017;1хСтавка;2.50;3.20;3.28;1.63;2.46;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;08.02.17;Ницца;Сент-Этьен;1;0;Лига 1 2016-2017;20.11.16;Сент-Этьен;Ницца;0;1;Лига 1 2015-2016;07.05.16;Ницца;Сент-Этьен;2;0;Лига 1 2015-2016;27.09.15;Сент-Этьен;Ницца;1;4;Лига 1 2014-2015;10.05.15;Сент-Этьен;Ницца;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Сент-Этьен;17;;0;0;0;0;0;0;0;0;0;0;0;0;0;Ницца;13;;0;0;0;0;0;0;0;0;0;0;0;0;0
2017-2018;1-й тур;Труа;Ренн;1;1;Матч завершен 5 августа 2017;1хСтавка;3.02;3.16;2.71;1.68;2.35;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2015-2016;16.01.16;Труа;Ренн;2;4;Лига 1 2015-2016;26.09.15;Ренн;Труа;1;1;Лига 1 2012-2013;24.04.13;Ренн;Труа;1;2;Лига 1 2012-2013;02.12.12;Труа;Ренн;2;3;Лига 1 2006-2007;09.05.07;Труа;Ренн;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Труа;5;;0;0;0;0;0;0;3;0;0;0;0;0;0;Ренн;16;;0;0;0;0;0;0;0;0;0;0;0;0;0
2017-2018;1-й тур;ПСЖ;Амьен;2;0;Матч завершен 5 августа 2017;1хСтавка;1.08;13.00;49.00;3.70;1.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ПСЖ;15;;0;0;0;0;0;0;0;0;0;0;0;0;0;Амьен;2;;0;0;0;0;0;0;0;0;3;0;0;0;0
2017-2018;1-й тур;Монако;Тулуза;3;2;Матч завершен 4 августа 2017;Неизвестно;1,35;5,94;12,40;2,47;1,68;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;29.04.17;Монако;Тулуза;3;1;Лига 1 2016-2017;14.10.16;Тулуза;Монако;3;1;Лига 1 2015-2016;24.01.16;Монако;Тулуза;4;0;Лига 1 2015-2016;22.08.15;Тулуза;Монако;1;1;Лига 1 2014-2015;03.05.15;Монако;Тулуза;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Монако;9;;0;0;0;0;0;0;0;0;0;0;0;0;0;Тулуза;1;;0;0;0;0;0;0;0;0;0;0;0;0;0
2016-2017;38-й тур;Генгам;Мец;1;0;Матч завершен 20 мая 2017;Неизвестно;1,48;4,94;7,46;2,60;1,63;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;21.12.16;Мец;Генгам;2;2;Лига 1 2014-2015;15.02.15;Мец;Генгам;0;2;Лига 1 2014-2015;24.09.14;Генгам;Мец;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14.05.17;Нант;Генгам;4;1;06.05.17;Генгам;Дижон;4;0;29.04.17;Генгам;Сент-Этьен;0;2;22.04.17;Лилль;Генгам;3;0;15.04.17;Генгам;Тулуза;2;1;09.04.17;ПСЖ;Генгам;4;0;31.03.17;Генгам;Нанси;1;0;14.05.17;Мец;Тулуза;1;1;06.05.17;Лилль;Мец;0;2;29.04.17;Мец;Нанси;2;1;22.04.17;Лорьян;Мец;5;1;18.04.17;Мец;ПСЖ;2;3;15.04.17;Мец;Кан;2;2;08.04.17;Бордо;Мец;3;0;Генгам;10;;37;13;8;16;45;53;51;50;50;47;43;43;43;Мец;14;;37;11;10;16;39;71;43;43;43;43;39;36;36
2016-2017;38-й тур;Анже;Монпелье;2;0;Матч завершен 20 мая 2017;Неизвестно;1,85;4,05;4,50;2,69;1,59;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;13.08.16;Монпелье;Анже;1;0;Лига 1 2015-2016;20.02.16;Анже;Монпелье;2;3;Лига 1 2015-2016;08.08.15;Монпелье;Анже;0;2;0;0;0;0;0;0;0;0;0;0;0;0;14.05.17;Ницца;Анже;0;2;06.05.17;Лорьян;Анже;1;1;28.04.17;Анже;Лион;1;2;22.04.17;Дижон;Анже;3;2;14.04.17;Анже;ПСЖ;0;2;08.04.17;Анже;Монако;0;1;02.04.17;Нант;Анже;2;1;14.05.17;Монпелье;Лион;1;3;07.05.17;Ренн;Монпелье;1;0;29.04.17;Монпелье;Лилль;0;3;22.04.17;ПСЖ;Монпелье;2;0;15.04.17;Монпелье;Лорьян;2;0;08.04.17;Кан;Монпелье;0;2;02.04.17;Монпелье;Тулуза;0;1;Анже;13;;37;12;7;18;38;49;47;43;43;43;43;39;36;Монпелье;15;;37;10;9;18;48;64;43;43;43;39;36;36;35
2016-2017;38-й тур;Тулуза;Дижон;0;0;Матч завершен 20 мая 2017;Неизвестно;2,43;3,36;3,42;2,09;1,88;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;21.12.16;Дижон;Тулуза;2;0;Лига 1 2011-2012;13.05.12;Дижон;Тулуза;1;1;Лига 1 2011-2012;13.08.11;Тулуза;Дижон;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14.05.17;Мец;Тулуза;1;1;06.05.17;Тулуза;Кан;0;1;29.04.17;Монако;Тулуза;3;1;23.04.17;Тулуза;Ницца;1;1;15.04.17;Генгам;Тулуза;2;1;09.04.17;Тулуза;Марсель;0;0;02.04.17;Монпелье;Тулуза;0;1;14.05.17;Дижон;Нанси;2;0;06.05.17;Генгам;Дижон;4;0;30.04.17;Дижон;Бордо;0;0;22.04.17;Дижон;Анже;3;2;15.04.17;Монако;Дижон;2;1;08.04.17;Дижон;Бастия;1;2;01.04.17;Марсель;Дижон;1;1;Тулуза;11;;37;10;13;14;37;41;50;50;47;43;43;43;43;Дижон;16;;37;8;12;17;46;58;43;43;39;36;36;35;34
2016-2017;38-й тур;ПСЖ;Кан;1;1;Матч завершен 20 мая 2017;Неизвестно;1,18;9,75;18,57;4,80;1,22;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;16.09.16;Кан;ПСЖ;0;6;Лига 1 2015-2016;16.04.16;ПСЖ;Кан;6;0;Лига 1 2015-2016;19.12.15;Кан;ПСЖ;0;3;Лига 1 2014-2015;14.02.15;ПСЖ;Кан;2;2;Лига 1 2014-2015;24.09.14;Кан;ПСЖ;0;2;14.05.17;Сент-Этьен;ПСЖ;0;5;06.05.17;ПСЖ;Бастия;5;0;30.04.17;Ницца;ПСЖ;3;1;22.04.17;ПСЖ;Монпелье;2;0;18.04.17;Мец;ПСЖ;2;3;14.04.17;Анже;ПСЖ;0;2;09.04.17;ПСЖ;Генгам;4;0;14.05.17;Кан;Ренн;0;1;06.05.17;Тулуза;Кан;0;1;30.04.17;Кан;Марсель;1;5;22.04.17;Кан;Нант;0;2;15.04.17;Мец;Кан;2;2;08.04.17;Кан;Монпелье;0;2;02.04.17;Лорьян;Кан;1;0;ПСЖ;2;;37;27;5;5;82;26;0;0;92;86;77;66;59;Кан;17;;37;10;6;21;35;64;43;39;36;36;35;34;32
2016-2017;38-й тур;Лион;Ницца;3;3;Матч завершен 20 мая 2017;Неизвестно;1,34;6,55;8,50;4,10;1,31;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;14.10.16;Ницца;Лион;2;0;Лига 1 2015-2016;15.04.16;Лион;Ницца;1;1;Лига 1 2015-2016;20.11.15;Ницца;Лион;3;0;Лига 1 2014-2015;21.03.15;Лион;Ницца;1;2;Лига 1 2014-2015;01.11.14;Ницца;Лион;1;3;14.05.17;Монпелье;Лион;1;3;07.05.17;Лион;Нант;3;2;28.04.17;Анже;Лион;1;2;23.04.17;Лион;Монако;1;2;16.04.17;Бастия;Лион;0;3;08.04.17;Лион;Лорьян;1;4;05.04.17;Мец;Лион;0;3;14.05.17;Ницца;Анже;0;2;07.05.17;Марсель;Ницца;2;1;30.04.17;Ницца;ПСЖ;3;1;23.04.17;Тулуза;Ницца;1;1;15.04.17;Ницца;Нанси;3;1;07.04.17;Лилль;Ницца;1;2;02.04.17;Ницца;Бордо;2;1;Лион;4;;37;21;3;13;77;45;92;86;77;66;59;58;51;Ницца;3;;37;22;11;4;60;33;0;92;86;77;66;59;58
2016-2017;38-й тур;Марсель;Бастия;1;0;Матч завершен 20 мая 2017;Неизвестно;1,37;6,00;9,50;2,79;1,51;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;21.12.16;Бастия;Марсель;1;2;Лига 1 2015-2016;03.04.16;Бастия;Марсель;2;1;Лига 1 2015-2016;13.09.15;Марсель;Бастия;4;1;Лига 1 2014-2015;23.05.15;Марсель;Бастия;3;0;Лига 1 2014-2015;09.08.14;Бастия;Марсель;3;3;14.05.17;Бордо;Марсель;1;1;07.05.17;Марсель;Ницца;2;1;30.04.17;Кан;Марсель;1;5;21.04.17;Нанси;Марсель;0;0;16.04.17;Марсель;Сент-Этьен;4;0;09.04.17;Тулуза;Марсель;0;0;01.04.17;Марсель;Дижон;1;1;14.05.17;Бастия;Лорьян;2;0;06.05.17;ПСЖ;Бастия;5;0;29.04.17;Бастия;Ренн;1;0;22.04.17;Бордо;Бастия;2;0;16.04.17;Бастия;Лион;0;3;08.04.17;Дижон;Бастия;1;2;01.04.17;Бастия;Лилль;0;1;Марсель;5;;37;16;11;10;56;41;86;77;66;59;58;51;50;Бастия;19;;37;8;10;19;29;56;36;36;35;34;32;0;0
2016-2017;38-й тур;Лилль;Нант;3;0;Матч завершен 20 мая 2017;Неизвестно;2,69;3,60;2,86;2,20;1,84;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2016-2017;26.11.16;Нант;Лилль;0;0;Лига 1 2015-2016;03.04.16;Нант;Лилль;0;3;Лига 1 2015-2016;29.09.15;Лилль;Нант;0;1;Лига 1 2014-2015;31.01.15;Нант;Лилль;1;1;Лига 1 2014-2015;14.09.14;Лилль;Нант;2;0;14.05.17;Монако;Лилль;4;0;06.05.17;Лилль;Мец;0;2;29.04.17;Монпелье;Лилль;0;3;22.04.17;Лилль;Генгам;3;0;15.04.17;Ренн;Лилль;2;0;07.04.17;Лилль;Ницца;1;2;01.04.17;Бастия;Лилль;0;1;14.05.17;Нант;Генгам;4;1;07.05.17;Лион;Нант;3;2;29.04.17;Нант;Лорьян;1;0;22.04.17;Кан;Нант;0;2;16.04.17;Нант;Бордо;0;1;09.04.17;Сент-Этьен;Нант;1;1;02.04.17;Нант;Анже;2;1;Лилль;12;;37;12;7;18;37;47;50;47;43;43;43;43;39;Нант;7;;37;14;9;14;40;51;66;59;58;51;50;50;47
