Сезон;Тур;Хозяева;Гости;Голы хозяев;Голы гостей;Дата матча;1хСтавка;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Winline;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Fonbet;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2019-2020;8-й тур;Монако;Брест;4;1;Матч завершен 28 сентября 2019;1хСтавка;1.41;4.54;9.60;2.55;1.54;Winline;1.40;4.96;7.79;2.50;1.52;Fonbet;1.40;4.90;7.40;—;—;Лига 1 2010-2011;19.02.11;Брест;Монако;2;0;Лига 1 2010-2011;02.10.10;Монако;Брест;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.09.19;Монако;Ницца;3;1;21.09.19;Реймс;Монако;0;0;15.09.19;Монако;Марсель;3;4;01.09.19;Страсбур;Монако;2;2;25.08.19;Монако;Ним;2;2;17.08.19;Мец;Монако;3;0;09.08.19;Монако;Лион;0;3;25.09.19;Брест;Лион;2;2;21.09.19;Бордо;Брест;2;2;14.09.19;Брест;Ренн;0;0;31.08.19;Ним;Брест;3;0;24.08.19;Брест;Реймс;1;0;18.08.19;Сент-Этьен;Брест;1;1;10.08.19;Брест;Тулуза;1;1;Монако;18;;7;1;3;3;10;15;7;7;6;6;5;2;0;Брест;13;;7;1;5;1;7;9;0;9;8;8;8;7;7
2019-2020;8-й тур;Анже;Амьен;1;1;Матч завершен 28 сентября 2019;1хСтавка;1.70;3.56;6.10;1.76;2.18;Winline;1.63;3.57;6.23;1.64;2.20;Fonbet;1.67;3.50;5.90;—;—;Лига 1 2018-2019;16.03.19;Анже;Амьен;0;0;Лига 1 2018-2019;08.01.19;Амьен;Анже;0;0;Лига 1 2017-2018;27.01.18;Анже;Амьен;1;0;Лига 1 2017-2018;12.08.17;Амьен;Анже;0;2;0;0;0;0;0;0;25.09.19;Тулуза;Анже;0;2;22.09.19;Анже;Сент-Этьен;4;1;13.09.19;Лилль;Анже;2;1;31.08.19;Анже;Дижон;2;0;24.08.19;Анже;Мец;3;0;16.08.19;Лион;Анже;6;0;10.08.19;Анже;Бордо;3;1;25.09.19;Амьен;Бордо;1;3;21.09.19;Мец;Амьен;1;2;13.09.19;Амьен;Лион;2;2;31.08.19;Тулуза;Амьен;2;0;24.08.19;Амьен;Нант;1;2;17.08.19;Амьен;Лилль;1;0;10.08.19;Ницца;Амьен;2;1;Анже;3;Лига Чемпионов;7;5;0;2;15;10;2;18;16;15;13;12;12;Амьен;15;;7;2;1;4;8;12;8;8;8;7;7;6;6
2019-2020;8-й тур;Ницца;Лилль;1;1;Матч завершен 28 сентября 2019;1хСтавка;3.14;3.24;2.48;1.73;2.24;Winline;3.00;3.25;2.41;1.80;2.00;Fonbet;3.05;3.15;2.45;—;—;Лига 1 2018-2019;01.02.19;Лилль;Ницца;4;0;Лига 1 2018-2019;25.11.18;Ницца;Лилль;2;0;Лига 1 2017-2018;02.03.18;Ницца;Лилль;2;1;Лига 1 2017-2018;20.12.17;Лилль;Ницца;1;1;Лига 1 2016-2017;07.04.17;Лилль;Ницца;1;2;24.09.19;Монако;Ницца;3;1;21.09.19;Ницца;Дижон;2;1;14.09.19;Монпелье;Ницца;2;1;01.09.19;Ренн;Ницца;1;2;28.08.19;Ницца;Марсель;1;2;17.08.19;Ним;Ницца;1;2;10.08.19;Ницца;Амьен;2;1;25.09.19;Лилль;Страсбур;2;0;22.09.19;Ренн;Лилль;1;1;13.09.19;Лилль;Анже;2;1;01.09.19;Реймс;Лилль;2;0;28.08.19;Лилль;Сент-Этьен;3;0;17.08.19;Амьен;Лилль;1;0;11.08.19;Лилль;Нант;2;1;Ницца;7;;7;4;0;3;11;11;13;12;12;12;11;11;11;Ницца;12;;7;2;2;3;7;8;0;0;9;8;8;8;7;Лилль;4;Лига Европы;7;4;1;2;10;6;18;16;15;13;12;12;12
2019-2020;8-й тур;Бордо;ПСЖ;0;1;Матч завершен 28 сентября 2019;1хСтавка;7.80;5.25;1.40;2.47;1.57;Winline;6.97;4.90;1.43;2.29;1.64;Fonbet;6.80;5.20;1.40;—;—;Лига 1 2018-2019;09.02.19;ПСЖ;Бордо;1;0;Лига 1 2018-2019;02.12.18;Бордо;ПСЖ;2;2;Лига 1 2017-2018;22.04.18;Бордо;ПСЖ;0;1;Лига 1 2017-2018;30.09.17;ПСЖ;Бордо;6;2;Лига 1 2016-2017;10.02.17;Бордо;ПСЖ;0;3;25.09.19;Амьен;Бордо;1;3;21.09.19;Бордо;Брест;2;2;14.09.19;Бордо;Мец;2;0;31.08.19;Лион;Бордо;1;1;24.08.19;Дижон;Бордо;0;2;17.08.19;Бордо;Монпелье;1;1;10.08.19;Анже;Бордо;3;1;25.09.19;ПСЖ;Реймс;0;2;22.09.19;Лион;ПСЖ;0;1;14.09.19;ПСЖ;Страсбур;1;0;30.08.19;Мец;ПСЖ;0;2;25.08.19;ПСЖ;Тулуза;4;0;18.08.19;Ренн;ПСЖ;2;1;11.08.19;ПСЖ;Ним;3;0;Бордо;5;;7;3;3;1;12;8;15;15;13;12;12;12;11;ПСЖ;2;Лига Чемпионов;7;5;0;2;12;4;5;2;16;15;15;13;12
2019-2020;8-й тур;Лион;Нант;0;1;Матч завершен 28 сентября 2019;1хСтавка;1.58;3.86;7.20;2.26;1.67;Winline;1.52;4.47;6.15;2.19;1.70;Fonbet;1.55;4.10;6.10;—;—;Лига 1 2018-2019;12.04.19;Нант;Лион;2;1;Лига 1 2018-2019;29.09.18;Лион;Нант;1;1;Лига 1 2017-2018;28.04.18;Лион;Нант;2;0;Лига 1 2017-2018;26.08.17;Нант;Лион;0;0;Лига 1 2016-2017;07.05.17;Лион;Нант;3;2;25.09.19;Брест;Лион;2;2;22.09.19;Лион;ПСЖ;0;1;13.09.19;Амьен;Лион;2;2;31.08.19;Лион;Бордо;1;1;27.08.19;Монпелье;Лион;1;0;16.08.19;Лион;Анже;6;0;09.08.19;Монако;Лион;0;3;25.09.19;Нант;Ренн;1;0;20.09.19;Страсбур;Нант;2;1;15.09.19;Нант;Реймс;1;0;31.08.19;Нант;Монпелье;1;0;24.08.19;Амьен;Нант;1;2;17.08.19;Нант;Марсель;0;0;11.08.19;Лилль;Нант;2;1;Лион;11;;7;2;3;2;14;7;0;0;0;9;8;8;8;Нант;4;Лига Европы;7;4;1;2;7;5;15;15;13;13;12;12;12
2019-2020;7-й тур;ПСЖ;Реймс;0;2;Матч завершен 25 сентября 2019;1хСтавка;1.31;5.70;10.50;2.47;1.57;Winline;1.28;6.03;10.00;2.41;1.56;Fonbet;1.25;5.90;12.00;—;—;Лига 1 2018-2019;24.05.19;Реймс;ПСЖ;3;1;Лига 1 2018-2019;26.09.18;ПСЖ;Реймс;4;1;Лига 1 2015-2016;20.02.16;ПСЖ;Реймс;4;1;Лига 1 2015-2016;19.09.15;Реймс;ПСЖ;1;1;Лига 1 2014-2015;23.05.15;ПСЖ;Реймс;3;2;22.09.19;Лион;ПСЖ;0;1;14.09.19;ПСЖ;Страсбур;1;0;30.08.19;Мец;ПСЖ;0;2;25.08.19;ПСЖ;Тулуза;4;0;18.08.19;Ренн;ПСЖ;2;1;11.08.19;ПСЖ;Ним;3;0;0;0;0;0;0;21.09.19;Реймс;Монако;0;0;15.09.19;Нант;Реймс;1;0;01.09.19;Реймс;Лилль;2;0;24.08.19;Брест;Реймс;1;0;18.08.19;Реймс;Страсбур;0;0;10.08.19;Марсель;Реймс;0;2;0;0;0;0;0;ПСЖ;1;Лига Чемпионов;6;5;0;1;12;2;6;5;2;15;15;13;13;Реймс;11;;6;2;2;2;4;2;0;0;9;8;8;8;8
2019-2020;7-й тур;Брест;Лион;2;2;Матч завершен 25 сентября 2019;1хСтавка;5.05;3.86;1.74;2.47;1.57;Winline;4.39;4.02;1.76;2.33;1.59;Fonbet;4.40;3.80;1.78;—;—;Лига 1 2012-2013;03.03.13;Брест;Лион;1;1;Лига 1 2012-2013;21.10.12;Лион;Брест;1;0;Лига 1 2011-2012;06.05.12;Лион;Брест;1;1;Лига 1 2011-2012;20.08.11;Брест;Лион;1;1;Лига 1 2010-2011;16.05.11;Брест;Лион;1;1;21.09.19;Бордо;Брест;2;2;14.09.19;Брест;Ренн;0;0;31.08.19;Ним;Брест;3;0;24.08.19;Брест;Реймс;1;0;18.08.19;Сент-Этьен;Брест;1;1;10.08.19;Брест;Тулуза;1;1;0;0;0;0;0;22.09.19;Лион;ПСЖ;0;1;13.09.19;Амьен;Лион;2;2;31.08.19;Лион;Бордо;1;1;27.08.19;Монпелье;Лион;1;0;16.08.19;Лион;Анже;6;0;09.08.19;Монако;Лион;0;3;0;0;0;0;0;Брест;15;;6;1;4;1;5;7;8;8;7;7;6;6;5;Лион;9;;6;2;2;2;12;5;0;0;9;8;8;8;8
2019-2020;7-й тур;Нант;Ренн;1;0;Матч завершен 25 сентября 2019;1хСтавка;2.56;3.18;3.07;1.53;2.57;Winline;2.39;3.01;3.28;1.54;2.41;Fonbet;2.45;2.95;3.25;—;—;Лига 1 2018-2019;13.01.19;Нант;Ренн;0;1;Лига 1 2018-2019;11.11.18;Ренн;Нант;1;1;Лига 1 2017-2018;20.04.18;Нант;Ренн;1;1;Лига 1 2017-2018;25.11.17;Ренн;Нант;2;1;Лига 1 2016-2017;28.01.17;Ренн;Нант;1;1;20.09.19;Страсбур;Нант;2;1;15.09.19;Нант;Реймс;1;0;31.08.19;Нант;Монпелье;1;0;24.08.19;Амьен;Нант;1;2;17.08.19;Нант;Марсель;0;0;11.08.19;Лилль;Нант;2;1;0;0;0;0;0;22.09.19;Ренн;Лилль;1;1;14.09.19;Брест;Ренн;0;0;01.09.19;Ренн;Ницца;1;2;25.08.19;Страсбур;Ренн;0;2;18.08.19;Ренн;ПСЖ;2;1;10.08.19;Монпелье;Ренн;0;1;0;0;0;0;0;Нант;7;;6;3;1;2;6;5;12;11;10;10;0;0;0;Ренн;5;;6;3;2;1;7;4;12;12;12;11;10;10;0
2019-2020;7-й тур;Сент-Этьен;Мец;0;1;Матч завершен 25 сентября 2019;1хСтавка;1.89;3.40;4.78;2.05;1.86;Winline;1.95;3.45;3.95;1.89;1.90;Fonbet;1.95;3.30;4.20;—;—;Лига 1 2017-2018;17.01.18;Мец;Сент-Этьен;3;0;Лига 1 2017-2018;14.10.17;Сент-Этьен;Мец;3;1;Лига 1 2016-2017;12.03.17;Сент-Этьен;Мец;2;2;Лига 1 2016-2017;06.11.16;Мец;Сент-Этьен;0;0;Лига 1 2014-2015;14.03.15;Мец;Сент-Этьен;2;3;22.09.19;Анже;Сент-Этьен;4;1;15.09.19;Сент-Этьен;Тулуза;2;2;01.09.19;Марсель;Сент-Этьен;1;0;28.08.19;Лилль;Сент-Этьен;3;0;18.08.19;Сент-Этьен;Брест;1;1;10.08.19;Дижон;Сент-Этьен;1;2;0;0;0;0;0;21.09.19;Мец;Амьен;1;2;14.09.19;Бордо;Мец;2;0;30.08.19;Мец;ПСЖ;0;2;24.08.19;Анже;Мец;3;0;17.08.19;Мец;Монако;3;0;11.08.19;Страсбур;Мец;1;1;0;0;0;0;0;Сент-Этьен;18;;6;1;2;3;6;12;7;6;6;5;4;2;0;Мец;19;Вылет в Лигу-2;6;1;1;4;5;10;6;6;5;4;2;0;0
2019-2020;7-й тур;Монпелье;Ним;1;0;Матч завершен 25 сентября 2019;1хСтавка;1.96;3.50;4.24;1.76;2.18;Winline;2.02;3.35;3.81;1.68;2.15;Fonbet;2.00;3.25;4.05;—;—;Лига 1 2018-2019;03.02.19;Ним;Монпелье;1;1;Лига 1 2018-2019;30.09.18;Монпелье;Ним;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.09.19;Марсель;Монпелье;1;1;14.09.19;Монпелье;Ницца;2;1;31.08.19;Нант;Монпелье;1;0;27.08.19;Монпелье;Лион;1;0;17.08.19;Бордо;Монпелье;1;1;10.08.19;Монпелье;Ренн;0;1;0;0;0;0;0;21.09.19;Ним;Тулуза;1;0;14.09.19;Дижон;Ним;0;0;31.08.19;Ним;Брест;3;0;25.08.19;Монако;Ним;2;2;17.08.19;Ним;Ницца;1;2;11.08.19;ПСЖ;Ним;3;0;0;0;0;0;0;Монпелье;12;;6;2;2;2;5;5;8;8;8;8;8;7;7;Ним;11;;6;2;2;2;7;7;9;8;8;8;8;8;7
2019-2020;7-й тур;Тулуза;Анже;0;2;Матч завершен 25 сентября 2019;1хСтавка;2.68;3.16;2.93;1.73;2.24;Winline;2.68;3.18;2.72;1.69;2.13;Fonbet;2.70;3.20;2.70;—;—;Лига 1 2018-2019;27.01.19;Тулуза;Анже;0;0;Лига 1 2018-2019;22.09.18;Анже;Тулуза;0;0;Лига 1 2017-2018;21.04.18;Тулуза;Анже;2;0;Лига 1 2017-2018;21.10.17;Анже;Тулуза;0;1;Лига 1 2016-2017;05.02.17;Тулуза;Анже;4;0;21.09.19;Ним;Тулуза;1;0;15.09.19;Сент-Этьен;Тулуза;2;2;31.08.19;Тулуза;Амьен;2;0;25.08.19;ПСЖ;Тулуза;4;0;17.08.19;Тулуза;Дижон;1;0;10.08.19;Брест;Тулуза;1;1;0;0;0;0;0;22.09.19;Анже;Сент-Этьен;4;1;13.09.19;Лилль;Анже;2;1;31.08.19;Анже;Дижон;2;0;24.08.19;Анже;Мец;3;0;16.08.19;Лион;Анже;6;0;10.08.19;Анже;Бордо;3;1;0;0;0;0;0;Тулуза;13;;6;2;2;2;6;8;8;8;8;8;7;7;6;Анже;2;Лига Чемпионов;6;4;0;2;13;10;4;2;15;12;12;12;11
2019-2020;7-й тур;Лилль;Страсбур;2;0;Матч завершен 25 сентября 2019;1хСтавка;1.78;3.56;5.30;1.66;2.35;Winline;1.78;3.48;4.83;1.64;2.21;Fonbet;1.75;3.40;5.30 ;—;—;Лига 1 2018-2019;22.02.19;Страсбур;Лилль;1;1;Лига 1 2018-2019;09.11.18;Лилль;Страсбур;0;0;Лига 1 2017-2018;28.01.18;Лилль;Страсбур;2;1;Лига 1 2017-2018;13.08.17;Страсбур;Лилль;3;0;Лига 1 2007-2008;22.03.08;Страсбур;Лилль;0;1;22.09.19;Ренн;Лилль;1;1;13.09.19;Лилль;Анже;2;1;01.09.19;Реймс;Лилль;2;0;28.08.19;Лилль;Сент-Этьен;3;0;17.08.19;Амьен;Лилль;1;0;11.08.19;Лилль;Нант;2;1;0;0;0;0;0;20.09.19;Страсбур;Нант;2;1;14.09.19;ПСЖ;Страсбур;1;0;01.09.19;Страсбур;Монако;2;2;25.08.19;Страсбур;Ренн;0;2;18.08.19;Реймс;Страсбур;0;0;11.08.19;Страсбур;Мец;1;1;0;0;0;0;0;Лилль;6;;6;3;1;2;8;6;12;12;11;10;10;0;0;Страсбур;16;;6;1;3;2;5;7;8;7;7;6;6;5;4
2019-2020;7-й тур;Амьен;Бордо;1;3;Матч завершен 25 сентября 2019;1хСтавка;2.82;3.05;2.88;1.56;2.50;Winline;2.63;2.95;2.99;1.47;2.58;Fonbet;2.60;3.10;2.90;—;—;Лига 1 2018-2019;31.03.19;Амьен;Бордо;0;0;Лига 1 2018-2019;23.12.18;Бордо;Амьен;1;1;Лига 1 2017-2018;10.02.18;Бордо;Амьен;3;2;Лига 1 2017-2018;21.10.17;Амьен;Бордо;1;0;0;0;0;0;0;0;21.09.19;Мец;Амьен;1;2;13.09.19;Амьен;Лион;2;2;31.08.19;Тулуза;Амьен;2;0;24.08.19;Амьен;Нант;1;2;17.08.19;Амьен;Лилль;1;0;10.08.19;Ницца;Амьен;2;1;0;0;0;0;0;21.09.19;Бордо;Брест;2;2;14.09.19;Бордо;Мец;2;0;31.08.19;Лион;Бордо;1;1;24.08.19;Дижон;Бордо;0;2;17.08.19;Бордо;Монпелье;1;1;10.08.19;Анже;Бордо;3;1;0;0;0;0;0;Амьен;14;;6;2;1;3;7;9;8;8;8;7;7;6;6;Бордо;8;;6;2;3;1;9;7;0;0;0;9;8;8;8
2019-2020;7-й тур;Монако;Ницца;3;1;Матч завершен 24 сентября 2019;1хСтавка;1.86;3.60;4.64;2.26;1.67;Winline;1.97;3.65;3.79;2.08;1.77;Fonbet;1.95;3.50;3.90;—;—;Лига 1 2018-2019;24.05.19;Ницца;Монако;2;0;Лига 1 2018-2019;16.01.19;Монако;Ницца;1;1;Лига 1 2017-2018;16.01.18;Монако;Ницца;2;2;Лига 1 2017-2018;09.09.17;Ницца;Монако;4;0;Лига 1 2016-2017;04.02.17;Монако;Ницца;3;0;21.09.19;Реймс;Монако;0;0;15.09.19;Монако;Марсель;3;4;01.09.19;Страсбур;Монако;2;2;25.08.19;Монако;Ним;2;2;17.08.19;Мец;Монако;3;0;09.08.19;Монако;Лион;0;3;0;0;0;0;0;21.09.19;Ницца;Дижон;2;1;14.09.19;Монпелье;Ницца;2;1;01.09.19;Ренн;Ницца;1;2;28.08.19;Ницца;Марсель;1;2;17.08.19;Ним;Ницца;1;2;10.08.19;Ницца;Амьен;2;1;0;0;0;0;0;Монако;19;Вылет в Лигу-2;6;0;3;3;7;14;6;5;4;3;2;0;0;Ницца;3;Лига Чемпионов;6;4;0;2;10;8;2;15;12;12;12;11;10;Ницца;11;;6;2;2;2;7;7;9;8;8;8;8;8;7
2019-2020;7-й тур;Дижон;Марсель;0;0;Матч завершен 24 сентября 2019;1хСтавка;3.90;3.60;2.01;1.92;1.98;Winline;3.46;3.36;2.18;1.82;2.02;Fonbet;3.50;3.30;2.15;—;—;Лига 1 2018-2019;08.02.19;Дижон;Марсель;1;2;Лига 1 2018-2019;11.11.18;Марсель;Дижон;2;0;Лига 1 2017-2018;31.03.18;Дижон;Марсель;1;3;Лига 1 2017-2018;06.08.17;Марсель;Дижон;3;0;Лига 1 2016-2017;01.04.17;Марсель;Дижон;1;1;21.09.19;Ницца;Дижон;2;1;14.09.19;Дижон;Ним;0;0;31.08.19;Анже;Дижон;2;0;24.08.19;Дижон;Бордо;0;2;17.08.19;Тулуза;Дижон;1;0;10.08.19;Дижон;Сент-Этьен;1;2;0;0;0;0;0;21.09.19;Марсель;Монпелье;1;1;15.09.19;Монако;Марсель;3;4;01.09.19;Марсель;Сент-Этьен;1;0;28.08.19;Ницца;Марсель;1;2;17.08.19;Нант;Марсель;0;0;10.08.19;Марсель;Реймс;0;2;0;0;0;0;0;Дижон;20;Вылет в Лигу-2;6;0;1;5;2;9;5;4;3;1;0;0;0;Марсель;5;;6;3;2;1;8;7;12;12;11;11;10;10;0
2019-2020;6-й тур;Лион;ПСЖ;0;1;Матч завершен 22 сентября 2019;1хСтавка;3.60;4.34;1.91;2.85;1.45;Winline;3.73;4.04;1.93;2.64;1.50;Fonbet;3.70;3.90;1.90;—;—;Лига 1 2018-2019;03.02.19;Лион;ПСЖ;2;1;Лига 1 2018-2019;07.10.18;ПСЖ;Лион;5;0;Лига 1 2017-2018;21.01.18;Лион;ПСЖ;2;1;Лига 1 2017-2018;17.09.17;ПСЖ;Лион;2;0;Лига 1 2016-2017;19.03.17;ПСЖ;Лион;2;1;13.09.19;Амьен;Лион;2;2;31.08.19;Лион;Бордо;1;1;27.08.19;Монпелье;Лион;1;0;16.08.19;Лион;Анже;6;0;09.08.19;Монако;Лион;0;3;0;0;0;0;0;0;0;0;0;0;14.09.19;ПСЖ;Страсбур;1;0;30.08.19;Мец;ПСЖ;0;2;25.08.19;ПСЖ;Тулуза;4;0;18.08.19;Ренн;ПСЖ;2;1;11.08.19;ПСЖ;Ним;3;0;0;0;0;0;0;0;0;0;0;0;Лион;9;;5;2;2;1;12;4;0;0;9;8;8;8;8;ПСЖ;1;Лига Чемпионов;5;4;0;1;11;2;4;3;0;12;12;12;11
2019-2020;6-й тур;Анже;Сент-Этьен;4;1;Матч завершен 22 сентября 2019;1хСтавка;2.07;3.40;3.92;1.91;1.99;Winline;2.07;3.25;3.78;1.90;1.89;Fonbet;2.20;3.25;3.45;—;—;Лига 1 2018-2019;24.05.19;Анже;Сент-Этьен;1;1;Лига 1 2018-2019;04.11.18;Сент-Этьен;Анже;4;3;Лига 1 2017-2018;17.02.18;Анже;Сент-Этьен;0;1;Лига 1 2017-2018;10.09.17;Сент-Этьен;Анже;1;1;Лига 1 2016-2017;22.01.17;Сент-Этьен;Анже;2;1;13.09.19;Лилль;Анже;2;1;31.08.19;Анже;Дижон;2;0;24.08.19;Анже;Мец;3;0;16.08.19;Лион;Анже;6;0;10.08.19;Анже;Бордо;3;1;0;0;0;0;0;0;0;0;0;0;15.09.19;Сент-Этьен;Тулуза;2;2;01.09.19;Марсель;Сент-Этьен;1;0;28.08.19;Лилль;Сент-Этьен;3;0;18.08.19;Сент-Этьен;Брест;1;1;10.08.19;Дижон;Сент-Этьен;1;2;0;0;0;0;0;0;0;0;0;0;Анже;8;;5;3;0;2;9;9;0;0;9;9;8;8;8;Сент-Этьен;17;;5;1;2;2;5;8;7;7;6;5;4;3;1
2019-2020;6-й тур;Ренн;Лилль;1;1;Матч завершен 22 сентября 2019;1хСтавка;3.01;3.11;2.65;1.66;2.35;Winline;2.89;3.08;2.60;1.66;2.18;Fonbet;2.75;3.05;2.75;—;—;Лига 1 2018-2019;24.05.19;Ренн;Лилль;3;1;Лига 1 2018-2019;11.08.18;Лилль;Ренн;3;1;Лига 1 2017-2018;17.01.18;Лилль;Ренн;1;2;Лига 1 2017-2018;21.10.17;Ренн;Лилль;1;0;Лига 1 2016-2017;15.04.17;Ренн;Лилль;2;0;14.09.19;Брест;Ренн;0;0;01.09.19;Ренн;Ницца;1;2;25.08.19;Страсбур;Ренн;0;2;18.08.19;Ренн;ПСЖ;2;1;10.08.19;Монпелье;Ренн;0;1;0;0;0;0;0;0;0;0;0;0;13.09.19;Лилль;Анже;2;1;01.09.19;Реймс;Лилль;2;0;28.08.19;Лилль;Сент-Этьен;3;0;17.08.19;Амьен;Лилль;1;0;11.08.19;Лилль;Нант;2;1;0;0;0;0;0;0;0;0;0;0;Ренн;4;Лига Европы;5;3;1;1;6;3;12;12;11;10;10;0;0;Лилль;7;;5;3;0;2;7;5;0;0;9;9;9;8;8
2019-2020;6-й тур;Реймс;Монако;0;0;Матч завершен 21 сентября 2019;1хСтавка;2.73;3.34;2.73;1.83;2.09;Winline;2.50;3.27;2.96;1.73;2.10;Fonbet;2.50;3.20;2.95;—;—;Лига 1 2018-2019;13.04.19;Монако;Реймс;0;0;Лига 1 2018-2019;03.11.18;Реймс;Монако;1;0;Лига 1 2015-2016;11.03.16;Монако;Реймс;2;2;Лига 1 2015-2016;25.10.15;Реймс;Монако;0;1;Лига 1 2014-2015;22.03.15;Реймс;Монако;1;3;15.09.19;Нант;Реймс;1;0;01.09.19;Реймс;Лилль;2;0;24.08.19;Брест;Реймс;1;0;18.08.19;Реймс;Страсбур;0;0;10.08.19;Марсель;Реймс;0;2;0;0;0;0;0;0;0;0;0;0;15.09.19;Монако;Марсель;3;4;01.09.19;Страсбур;Монако;2;2;25.08.19;Монако;Ним;2;2;17.08.19;Мец;Монако;3;0;09.08.19;Монако;Лион;0;3;0;0;0;0;0;0;0;0;0;0;Реймс;12;;5;2;1;2;4;2;8;8;8;7;6;6;5;Монако;19;Вылет в Лигу-2;5;0;2;3;7;14;5;4;4;2;1;0;0
2019-2020;6-й тур;Мец;Амьен;1;2;Матч завершен 21 сентября 2019;1хСтавка;2.20;3.17;3.84;1.50;2.66;Winline;2.22;3.03;3.64;1.49;2.54;Fonbet;2.10;3.20;3.80;—;—;Лига 1 2017-2018;12.05.18;Амьен;Мец;2;0;Лига 1 2017-2018;25.11.17;Мец;Амьен;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.09.19;Бордо;Мец;2;0;30.08.19;Мец;ПСЖ;0;2;24.08.19;Анже;Мец;3;0;17.08.19;Мец;Монако;3;0;11.08.19;Страсбур;Мец;1;1;0;0;0;0;0;0;0;0;0;0;13.09.19;Амьен;Лион;2;2;31.08.19;Тулуза;Амьен;2;0;24.08.19;Амьен;Нант;1;2;17.08.19;Амьен;Лилль;1;0;10.08.19;Ницца;Амьен;2;1;0;0;0;0;0;0;0;0;0;0;Мец;18;;5;1;1;3;4;8;5;5;4;4;2;1;0;Амьен;17;;5;1;1;3;5;8;6;5;5;4;4;2;1
2019-2020;6-й тур;Бордо;Брест;2;2;Матч завершен 21 сентября 2019;1хСтавка;1.72;3.58;5.85;1.76;2.18;Winline;1.77;3.50;4.93;1.65;2.19;Fonbet;1.80;3.50;4.70;—;—;Лига 1 2012-2013;24.02.13;Бордо;Брест;0;2;Лига 1 2012-2013;07.10.12;Брест;Бордо;1;1;Лига 1 2011-2012;10.03.12;Брест;Бордо;0;2;Лига 1 2011-2012;22.10.11;Бордо;Брест;1;1;Лига 1 2010-2011;06.03.11;Брест;Бордо;1;3;14.09.19;Бордо;Мец;2;0;31.08.19;Лион;Бордо;1;1;24.08.19;Дижон;Бордо;0;2;17.08.19;Бордо;Монпелье;1;1;10.08.19;Анже;Бордо;3;1;0;0;0;0;0;0;0;0;0;0;14.09.19;Брест;Ренн;0;0;31.08.19;Ним;Брест;3;0;24.08.19;Брест;Реймс;1;0;18.08.19;Сент-Этьен;Брест;1;1;10.08.19;Брест;Тулуза;1;1;0;0;0;0;0;0;0;0;0;0;Бордо;9;;5;2;2;1;7;5;9;9;8;8;8;8;7;Брест;14;;5;1;3;1;3;5;8;7;6;6;5;5;4
